X,Z,coorX,coorY,coorZ,formacion,corte
3181.788752,979.0998431,1101996.392,1255166.129,979.0998431,LosSantos_sup,B
3155.04666,974.4289372,1101971.511,1255156.328,974.4289372,LosSantos_sup,B
3132.88298,965.1102486,1101950.889,1255148.205,965.1102486,LosSantos_sup,B
3150.988521,955.8212899,1101967.735,1255154.841,955.8212899,LosSantos_sup,B
3124.662648,932.5460401,1101943.241,1255145.193,932.5460401,LosSantos_sup,B
3075.548765,927.8586176,1101897.545,1255127.192,927.8586176,LosSantos_sup,B
3048.598563,932.4898836,1101872.47,1255117.315,932.4898836,LosSantos_sup,B
2995.114378,923.1480717,1101822.707,1255097.713,923.1480717,LosSantos_sup,B
2945.896441,923.1117351,1101776.914,1255079.675,923.1117351,LosSantos_sup,B
2888.146007,904.4644479,1101723.182,1255058.509,904.4644479,LosSantos_sup,B
2852.351144,904.4380213,1101689.878,1255045.39,904.4380213,LosSantos_sup,B
2736.017838,904.3521348,1101581.639,1255002.754,904.3521348,LosSantos_sup,B
2713.854158,895.0334462,1101561.018,1254994.631,895.0334462,LosSantos_sup,B
2696.164836,885.7180609,1101544.559,1254988.148,885.7180609,LosSantos_sup,B
2642.784706,871.7251631,1101494.893,1254968.584,871.7251631,LosSantos_sup,B
2637.790073,894.9772896,1101490.246,1254966.753,894.9772896,LosSantos_sup,B
2668.798414,908.9536708,1101519.097,1254978.118,908.9536708,LosSantos_sup,B
2718.120406,904.3389215,1101564.987,1254996.194,904.3389215,LosSantos_sup,B
2753.603105,918.318606,1101598.001,1255009.199,918.318606,LosSantos_sup,B
2781.385746,876.4786522,1101623.85,1255019.381,876.4786522,LosSantos_sup,B
2830.499628,881.1660748,1101669.547,1255037.382,881.1660748,LosSantos_sup,B
2843.610538,895.1292427,1101681.745,1255042.187,895.1292427,LosSantos_sup,B
2883.775704,899.8100586,1101719.116,1255056.907,899.8100586,LosSantos_sup,B
2924.044925,899.8397886,1101756.583,1255071.666,899.8397886,LosSantos_sup,B
2950.891073,899.8596086,1101781.561,1255081.505,899.8596086,LosSantos_sup,B
3085.746139,872.0521926,1101907.032,1255130.93,872.0521926,LosSantos_sup,B
3045.268808,881.3246346,1101869.372,1255116.095,881.3246346,LosSantos_sup,B
3085.12181,899.9587084,1101906.452,1255130.701,899.9587084,LosSantos_sup,B
3111.655793,913.9317863,1101931.139,1255140.426,913.9317863,LosSantos_sup,B
3124.662648,932.5460401,1101943.241,1255145.193,932.5460401,LosSantos_sup,B
3039.233628,951.0876208,1101863.756,1255113.883,951.0876208,LosSantos_sup,B
1739.588736,843.151375,1100654.544,1254637.561,843.151375,LosSantos_sup,B
1676.84367,847.7562144,1100596.165,1254614.565,847.7562144,LosSantos_sup,B
1658.842183,852.394087,1100579.416,1254607.968,852.394087,LosSantos_sup,B
1627.417623,857.0220497,1100550.178,1254596.451,857.0220497,LosSantos_sup,B
1712.430424,857.0848129,1100629.275,1254627.608,857.0848129,LosSantos_sup,B
1712.638533,847.782641,1100629.469,1254627.684,847.782641,LosSantos_sup,B
1407.133537,703.3710463,1100345.222,1254515.716,703.3710463,LosSantos_sup,B
1437.933768,726.6495995,1100373.879,1254527.004,726.6495995,LosSantos_sup,B
1445.633826,782.4692378,1100381.043,1254529.827,782.4692378,LosSantos_sup,B
1467.069122,824.3455281,1100400.987,1254537.683,824.3455281,LosSantos_sup,B
1471.127261,842.9531753,1100404.763,1254539.17,842.9531753,LosSantos_sup,B
709.9661409,665.6470394,1099696.565,1254260.203,665.6470394,LosSantos_sup,B
740.1420431,716.8321083,1099724.641,1254271.263,716.8321083,LosSantos_sup,B
674.2753324,660.9695268,1099663.358,1254247.123,660.9695268,LosSantos_sup,B
784.1572384,749.4227434,1099765.594,1254287.395,749.4227434,LosSantos_sup,B
833.063011,763.4123379,1099811.096,1254305.319,763.4123379,LosSantos_sup,B
917.659592,782.079445,1099889.807,1254336.323,782.079445,LosSantos_sup,B
926.504253,786.7371377,1099898.036,1254339.565,786.7371377,LosSantos_sup,B
1002.360228,796.0954662,1099968.614,1254367.366,796.0954662,LosSantos_sup,B
1091.639277,805.4637047,1100051.68,1254400.087,805.4637047,LosSantos_sup,B
1144.603188,838.0609464,1100100.959,1254419.498,838.0609464,LosSantos_sup,B
1175.507474,856.6884136,1100129.713,1254430.825,856.6884136,LosSantos_sup,B
1211.822611,833.4594104,1100163.501,1254444.134,833.4594104,LosSantos_sup,B
1256.56619,833.4924436,1100205.131,1254460.533,833.4924436,LosSantos_sup,B
1350.423652,838.2128995,1100292.458,1254494.932,838.2128995,LosSantos_sup,B
1480.492196,824.3554381,1100413.476,1254542.602,824.3554381,LosSantos_sup,B
1413.272772,828.9569742,1100350.934,1254517.966,828.9569742,LosSantos_sup,B
1480.075977,842.959782,1100413.089,1254542.45,842.959782,LosSantos_sup,B
1328.364027,824.2431249,1100271.933,1254486.847,824.2431249,LosSantos_sup,B
1269.781155,842.8045256,1100217.427,1254465.376,842.8045256,LosSantos_sup,B
1140.12883,838.0576431,1100096.796,1254417.859,838.0576431,LosSantos_sup,B
1127.22603,814.7923032,1100084.791,1254413.13,814.7923032,LosSantos_sup,B
1046.999752,800.7795854,1100010.147,1254383.727,800.7795854,LosSantos_sup,B
728.0716822,656.3580808,1099713.411,1254266.839,656.3580808,LosSantos_sup,B
777.1855645,661.0455033,1099759.107,1254284.839,661.0455033,LosSantos_sup,B
786.1342803,661.05211,1099767.433,1254288.119,661.05211,LosSantos_sup,B
821.8250888,665.7296226,1099800.641,1254301.2,665.7296226,LosSantos_sup,B
888.9404575,665.7791725,1099863.086,1254325.798,665.7791725,LosSantos_sup,B
893.4148154,665.7824758,1099867.249,1254327.438,665.7824758,LosSantos_sup,B
924.1109918,693.712115,1099895.809,1254338.688,693.712115,LosSantos_sup,B
1004.753489,689.1204889,1099970.84,1254368.243,689.1204889,LosSantos_sup,B
1036.073995,689.1436122,1099999.981,1254379.722,689.1436122,LosSantos_sup,B
1062.920142,689.1634322,1100024.96,1254389.562,689.1634322,LosSantos_sup,B
1125.457098,693.8607647,1100083.145,1254412.481,693.8607647,LosSantos_sup,B
1183.623751,693.903708,1100137.264,1254433.8,693.903708,LosSantos_sup,B
1246.368817,689.2988686,1100195.643,1254456.796,689.2988686,LosSantos_sup,B
1295.794863,680.0330333,1100241.63,1254474.91,680.0330333,LosSantos_sup,B
1340.330333,689.3682385,1100283.067,1254491.233,689.3682385,LosSantos_sup,B
1358.12371,694.0325378,1100299.622,1254497.754,694.0325378,LosSantos_sup,B
1388.507722,735.9154348,1100327.892,1254508.89,735.9154348,LosSantos_sup,B
1422.845817,801.057065,1100359.841,1254521.475,801.057065,LosSantos_sup,B
1396.936163,759.1774713,1100335.734,1254511.979,759.1774713,LosSantos_sup,B
1361.1413,759.1510447,1100302.43,1254498.86,759.1510447,LosSantos_sup,B
1294.44215,740.4971509,1100240.372,1254474.415,740.4971509,LosSantos_sup,B
1083.835164,754.2951524,1100044.419,1254397.227,754.2951524,LosSantos_sup,B
1008.291354,730.9835659,1099974.132,1254369.54,730.9835659,LosSantos_sup,B
960.1139648,684.4363696,1099929.307,1254351.883,684.4363696,LosSantos_sup,B
963.4437195,735.6016186,1099932.405,1254353.103,735.6016186,LosSantos_sup,B
989.3533735,777.4812123,1099956.512,1254362.599,777.4812123,LosSantos_sup,B
962.9234454,758.8570485,1099931.921,1254352.913,758.8570485,LosSantos_sup,B
874.2687257,721.5822942,1099849.435,1254320.421,721.5822942,LosSantos_sup,B
856.5794037,712.2669089,1099832.977,1254313.937,712.2669089,LosSantos_sup,B
816.5182922,702.935007,1099795.703,1254299.255,702.935007,LosSantos_sup,B
807.5695763,702.9284004,1099787.377,1254295.975,702.9284004,LosSantos_sup,B
776.2490709,702.9052771,1099758.236,1254284.496,702.9052771,LosSantos_sup,B
807.153357,721.5327442,1099786.99,1254295.823,721.5327442,LosSantos_sup,B
873.7484516,744.837724,1099848.951,1254320.23,744.837724,LosSantos_sup,B
899.8662152,777.4151458,1099873.251,1254329.802,777.4151458,LosSantos_sup,B
922.8623338,749.5251466,1099894.647,1254338.23,749.5251466,LosSantos_sup,B
900.9067636,730.9042861,1099874.219,1254330.183,730.9042861,LosSantos_sup,B
848.0469073,693.6559584,1099825.038,1254310.81,693.6559584,LosSantos_sup,B
837.9535882,744.8112974,1099815.647,1254307.111,744.8112974,LosSantos_sup,B
1044.190272,726.3589066,1100007.533,1254382.697,726.3589066,LosSantos_sup,B
993.7236766,782.1356016,1099960.578,1254364.201,782.1356016,LosSantos_sup,B
1029.72665,772.8598563,1099994.076,1254377.396,772.8598563,LosSantos_sup,B
1093.824428,707.7908993,1100053.713,1254400.888,707.7908993,LosSantos_sup,B
1143.042365,707.8272359,1100099.507,1254418.926,707.8272359,LosSantos_sup,B
1146.059955,772.9457428,1100102.314,1254420.032,772.9457428,LosSantos_sup,B
1185.912957,791.5798167,1100139.394,1254434.639,791.5798167,LosSantos_sup,B
1187.161615,735.766785,1100140.556,1254435.096,735.766785,LosSantos_sup,B
1213.591543,754.3909489,1100165.147,1254444.783,754.3909489,LosSantos_sup,B
1230.760591,786.961764,1100181.121,1254451.075,786.961764,LosSantos_sup,B
1266.4514,791.6392766,1100214.329,1254464.156,791.6392766,LosSantos_sup,B
1315.253118,810.2799571,1100259.735,1254482.042,810.2799571,LosSantos_sup,B
1347.926336,749.8389628,1100290.134,1254494.017,749.8389628,LosSantos_sup,B
1330.445123,731.2214056,1100273.87,1254487.61,731.2214056,LosSantos_sup,B
1295.274589,703.2884631,1100241.146,1254474.72,703.2884631,LosSantos_sup,B
1246.056652,703.2521265,1100195.353,1254456.681,703.2521265,LosSantos_sup,B
1214.840202,698.5779173,1100166.309,1254445.24,698.5779173,LosSantos_sup,B
1223.892972,693.9334379,1100174.732,1254448.558,693.9334379,LosSantos_sup,B
1284.660996,777.699232,1100231.271,1254470.83,777.699232,LosSantos_sup,B
1271.341977,773.038236,1100218.879,1254465.948,773.038236,LosSantos_sup,B
1301.30977,833.5254769,1100246.761,1254476.932,833.5254769,LosSantos_sup,B
1364.783219,796.3630358,1100305.818,1254500.195,796.3630358,LosSantos_sup,B
1404.428111,824.2992815,1100342.705,1254514.725,824.2992815,LosSantos_sup,B
1462.178545,842.9465687,1100396.437,1254535.89,842.9465687,LosSantos_sup,B
1440.639194,805.7213643,1100376.396,1254527.996,805.7213643,LosSantos_sup,B
1422.221488,828.9635808,1100359.26,1254521.246,828.9635808,LosSantos_sup,B
1364.367,814.9673796,1100305.431,1254500.042,814.9673796,LosSantos_sup,B
1325.242382,763.775704,1100269.029,1254485.703,763.775704,LosSantos_sup,B
1427.42423,796.4092824,1100364.101,1254523.153,796.4092824,LosSantos_sup,B
1396.207779,791.7350731,1100335.056,1254511.712,791.7350731,LosSantos_sup,B
1423.886366,754.5462053,1100360.809,1254521.856,754.5462053,LosSantos_sup,B
1240.957965,731.155339,1100190.609,1254454.813,731.155339,LosSantos_sup,B
14343.19862,41.37210744,1117110.363,1258028.47,41.37210744,Granito,C
14305.92529,1137.905937,1117078.892,1258008.498,1137.905937,Granito,C
14188.71357,1186.125526,1116979.927,1257945.693,1186.125526,Granito,C
14126.35693,1220.578348,1116927.278,1257912.281,1220.578348,Granito,C
14105.25882,1241.257874,1116909.464,1257900.976,1241.257874,Granito,C
14003.51904,1234.312478,1116823.562,1257846.461,1234.312478,Granito,C
13910.45294,1172.198832,1116744.984,1257796.593,1172.198832,Granito,C
13789.02159,1144.554326,1116642.456,1257731.527,1144.554326,Granito,C
13748.93518,1123.845426,1116608.61,1257710.048,1123.845426,Granito,C
13681.42123,1110.019909,1116551.606,1257673.872,1110.019909,Granito,C
13600.31072,1096.187865,1116483.122,1257630.411,1096.187865,Granito,C
13564.91277,1137.550181,1116453.235,1257611.444,1137.550181,Granito,C
13527.63945,1034.084011,1116421.764,1257591.472,1034.084011,Granito,C
13509.35442,972.0062665,1116406.325,1257581.674,972.0062665,Granito,C
13450.98298,889.2196221,1116357.041,1257550.397,889.2196221,Granito,C
13344.55473,820.2030092,1116267.18,1257493.37,820.2030092,Granito,C
13224.29551,758.076308,1116165.642,1257428.932,758.076308,Granito,C
13096.76915,709.7392213,1116057.968,1257360.6,709.7392213,Granito,C
12984.01147,626.9264663,1115962.763,1257300.181,626.9264663,Granito,C
12850.15568,564.7932374,1115849.745,1257228.458,564.7932374,Granito,C
12716.06547,509.5564477,1115736.529,1257156.609,509.5564477,Granito,C
12519.61862,488.7724795,1115570.664,1257051.347,488.7724795,Granito,C
12370.52531,474.9077973,1115444.78,1256971.459,474.9077973,Granito,C
12202.20928,426.5511276,1115302.666,1256881.271,426.5511276,Granito,C
12082.18447,357.5279872,1115201.326,1256816.958,357.5279872,Granito,C
11934.02885,316.0775482,1115076.234,1256737.572,316.0775482,Granito,C
11744.14586,302.1932831,1114915.91,1256635.828,302.1932831,Granito,C
11567.39058,302.1084239,1114766.671,1256541.118,302.1084239,Granito,C
11369.30277,329.59953,1114599.42,1256434.977,329.59953,Granito,C
11226.77331,322.6345507,1114479.078,1256358.606,322.6345507,Granito,C
11021.6528,357.0188322,1114305.889,1256248.697,357.0188322,Granito,C
10898.34606,384.5458403,1114201.778,1256182.626,384.5458403,Granito,C
10809.49958,398.296289,1114126.762,1256135.02,398.296289,Granito,C
10658.99972,425.8102418,1113999.691,1256054.378,425.8102418,Granito,C
10597.34636,439.5737459,1113947.635,1256021.342,439.5737459,Granito,C
10467.24134,467.0974901,1113837.784,1255951.628,467.0974901,Granito,C
10310.8809,467.0224224,1113705.765,1255867.846,467.0224224,Granito,C
10256.72909,460.0998727,1113660.043,1255838.83,460.0998727,Granito,C
10121.70118,432.4488397,1113546.035,1255766.479,432.4488397,Granito,C
9981.047113,370.312347,1113427.277,1255691.112,370.312347,Granito,C
9874.853292,294.399295,1113337.614,1255634.211,294.399295,Granito,C
9728.338637,204.6737818,1113213.908,1255555.705,204.6737818,Granito,C
9674.655668,183.9583537,1113168.582,1255526.94,183.9583537,Granito,C
9553.458745,149.4174092,1113066.252,1255461.999,149.4174092,Granito,C
9479.380936,128.6921897,1113003.706,1255422.306,128.6921897,Granito,C
9405.53755,101.070531,1112941.358,1255382.739,101.070531,Granito,C
9326.068002,38.96341264,1112874.26,1255340.157,38.96341264,Granito,C
9387.018098,45.88922615,1112925.722,1255372.816,45.88922615,Granito,C
9427.104507,66.59812657,1112959.568,1255394.295,66.59812657,Granito,C
9543.144114,52.86073305,1113057.543,1255456.472,52.86073305,Granito,C
9740.76308,39.1625053,1113224.398,1255562.362,39.1625053,Granito,C
10004.72388,73.77198995,1113447.268,1255703.799,73.77198995,Granito,C
10218.28364,191.115898,1113627.582,1255818.23,191.115898,Granito,C
10476.61828,191.239923,1113845.701,1255956.653,191.239923,Granito,C
10364.32945,94.63428963,1113750.893,1255896.485,94.63428963,Granito,C
10704.71229,81.00460198,1114038.288,1256078.872,81.00460198,Granito,C
11052.59669,46.6888606,1114332.016,1256265.277,46.6888606,Granito,C
11385.94683,39.95234831,1114613.473,1256443.895,39.95234831,Granito,C
11704.76272,60.79506511,1114882.658,1256614.725,60.79506511,Granito,C
11983.4922,60.92888149,1115117.997,1256764.076,60.92888149,Granito,C
12384.82514,54.22500734,1115456.854,1256979.121,54.22500734,Granito,C
12758.73054,54.40451712,1115772.552,1257179.47,54.40451712,Granito,C
13221.48242,40.83357812,1116163.267,1257427.425,40.83357812,Granito,C
13629.37922,41.02940696,1116507.665,1257645.987,41.02940696,Granito,C
13974.91938,75.67805738,1116799.415,1257831.136,75.67805738,Granito,C
14157.30083,110.2483763,1116953.404,1257928.861,110.2483763,Granito,C
14302.17452,248.2489637,1117075.725,1258006.488,248.2489637,Granito,C
14349.52805,455.1682496,1117115.707,1258031.862,455.1682496,Granito,C
14320.22512,717.223147,1117090.966,1258016.16,717.223147,Granito,C
14266.30773,903.4041581,1117045.442,1257987.27,903.4041581,Granito,C
14145.81408,1048.173896,1116943.706,1257922.706,1048.173896,Granito,C
13961.0884,882.5679689,1116787.737,1257823.725,882.5679689,Granito,C
14160.58275,613.6982277,1116956.175,1257930.62,613.6982277,Granito,C
13988.28152,282.5810242,1116810.697,1257838.296,282.5810242,Granito,C
13796.99199,310.0753941,1116649.186,1257735.798,310.0753941,Granito,C
13785.50524,848.0009139,1116639.487,1257729.643,848.0009139,Granito,C
13625.1596,965.1653122,1116504.103,1257643.726,965.1653122,Granito,C
13439.02738,640.9380202,1116346.946,1257543.991,640.9380202,Granito,C
13104.03628,495.9496067,1116064.104,1257364.494,495.9496067,Granito,C
12820.38391,440.6410131,1115824.608,1257212.505,440.6410131,Granito,C
12428.19348,378.3837593,1115493.471,1257002.359,378.3837593,Granito,C
11914.57171,288.4820001,1115059.806,1256727.147,288.4820001,Granito,C
11494.01604,260.6938869,1114704.719,1256501.802,260.6938869,Granito,C
11113.31236,260.5111133,1114383.28,1256297.811,260.5111133,Granito,C
10786.05723,287.9402069,1114106.969,1256122.458,287.9402069,Granito,C
10446.61208,273.9841379,1113820.366,1255940.575,273.9841379,Granito,C
10188.51186,266.9636737,1113602.445,1255802.278,266.9636737,Granito,C
9932.990306,184.0823787,1113386.701,1255665.362,184.0823787,Granito,C
9751.546558,121.9263031,1113233.503,1255568.14,121.9263031,Granito,C
9810.15242,197.8165084,1113282.986,1255599.543,197.8165084,Granito,C
10051.37415,301.3805934,1113486.656,1255728.796,301.3805934,Granito,C
10184.29224,391.099579,1113598.882,1255800.017,391.099579,Granito,C
10389.17833,363.6117367,1113771.873,1255909.8,363.6117367,Granito,C
10344.8723,267.0387415,1113734.465,1255886.06,267.0387415,Granito,C
10777.85241,329.3155782,1114100.042,1256118.062,329.3155782,Granito,C
10672.83071,218.9203303,1114011.369,1256061.789,218.9203303,Granito,C
10815.82901,212.0924312,1114132.106,1256138.411,212.0924312,Granito,C
10893.89202,115.5781847,1114198.017,1256180.239,115.5781847,Granito,C
10983.6762,74.24197918,1114273.825,1256228.348,74.24197918,Granito,C
11184.34267,170.8900421,1114443.253,1256335.87,170.8900421,Granito,C
11374.22566,184.7743073,1114603.576,1256437.615,184.7743073,Granito,C
11667.72382,150.4324554,1114851.385,1256594.879,150.4324554,Granito,C
11776.73072,143.5882372,1114943.423,1256653.288,143.5882372,Granito,C
11952.07946,185.0517315,1115091.474,1256747.244,185.0517315,Granito,C
12103.04816,143.7449003,1115218.942,1256828.138,143.7449003,Granito,C
12253.07916,130.0238258,1115345.617,1256908.528,130.0238258,Granito,C
12364.89915,240.4223375,1115440.03,1256968.444,240.4223375,Granito,C
12600.02587,123.2938412,1115638.554,1257094.431,123.2938412,Granito,C
12695.90506,302.650217,1115719.507,1257145.806,302.650217,Granito,C
12736.69474,302.6697999,1115753.947,1257167.662,302.6697999,Granito,C
13131.2294,95.96266197,1116087.064,1257379.065,95.96266197,Granito,C
13346.66455,158.1350566,1116268.962,1257494.5,158.1350566,Granito,C
13159.82906,254.5970822,1116111.211,1257394.389,254.5970822,Granito,C
13258.75575,344.2997487,1116194.738,1257447.397,344.2997487,Granito,C
13338.92857,585.7175495,1116262.43,1257490.355,585.7175495,Granito,C
13411.83426,640.9249649,1116323.986,1257529.42,640.9249649,Granito,C
13797.69526,489.3860766,1116649.779,1257736.175,489.3860766,Granito,C
13829.108,565.2632266,1116676.302,1257753.007,565.2632266,Granito,C
14108.77517,737.8112863,1116912.433,1257902.86,737.8112863,Granito,C
14249.42924,799.947779,1117031.191,1257978.226,799.947779,Granito,C
13473.01878,440.9543392,1116375.646,1257562.204,440.9543392,Granito,C
13381.12479,344.3584973,1116298.057,1257512.965,344.3584973,Granito,C
13553.1916,282.3721401,1116443.338,1257605.163,282.3721401,Granito,C
13708.37992,116.9294037,1116574.368,1257688.317,116.9294037,Granito,C
13960.15071,310.1537256,1116786.945,1257823.223,310.1537256,Granito,C
14052.74797,386.06025,1116865.128,1257872.839,386.06025,Granito,C
14096.81958,489.5296844,1116902.338,1257896.454,489.5296844,Granito,C
13689.1572,482.4374164,1116558.138,1257678.017,482.4374164,Granito,C
13606.64015,509.9840073,1116488.466,1257633.802,509.9840073,Granito,C
13648.60195,675.5213943,1116523.896,1257656.287,675.5213943,Granito,C
14114.63576,565.4003068,1116917.381,1257906,565.4003068,Granito,C
13973.98169,703.2638141,1116798.623,1257830.634,703.2638141,Granito,C
13969.0588,1048.089037,1116794.466,1257827.996,1048.089037,Granito,C
13862.39613,985.9688632,1116704.408,1257770.843,985.9688632,Granito,C
13097.47242,289.0499037,1116058.562,1257360.977,289.0499037,Granito,C
12930.3285,206.2110382,1115917.437,1257271.416,206.2110382,Granito,C
12606.12088,143.9864225,1115643.7,1257097.697,143.9864225,Granito,C
12601.66683,275.0187669,1115639.939,1257095.311,275.0187669,Granito,C
12573.30159,309.4879076,1115615.99,1257080.112,309.4879076,Granito,C
12220.96315,274.8359933,1115318.5,1256891.32,274.8359933,Granito,C
11925.12076,178.142237,1115068.712,1256732.799,178.142237,Granito,C
11220.6783,101.9419694,1114473.932,1256355.34,101.9419694,Granito,C
11035.24936,157.0253598,1114317.369,1256255.982,157.0253598,Granito,C
10540.85031,101.615588,1113899.934,1255991.07,101.615588,Granito,C
10608.59868,308.5446653,1113957.136,1256027.371,308.5446653,Granito,C
13523.1854,1165.116355,1116418.003,1257589.085,1165.116355,Silgara,C
13484.03669,1116.821698,1116384.949,1257568.108,1116.821698,Silgara,C
13458.48453,1068.533568,1116363.374,1257554.417,1068.533568,Silgara,C
13433.63564,999.5561213,1116342.394,1257541.102,999.5561213,Silgara,C
13375.02978,923.665916,1116292.911,1257509.699,923.665916,Silgara,C
13259.92787,909.8175528,1116195.727,1257448.025,909.8175528,Silgara,C
13140.13749,833.8979732,1116094.585,1257383.838,833.8979732,Silgara,C
13066.2941,806.2763145,1116032.237,1257344.27,806.2763145,Silgara,C
12987.76225,716.5834394,1115965.93,1257302.191,716.5834394,Silgara,C
12927.74984,682.0718692,1115915.26,1257270.035,682.0718692,Silgara,C
12807.72504,613.0487287,1115813.92,1257205.722,613.0487287,Silgara,C
12699.42141,599.2036294,1115722.476,1257147.69,599.2036294,Silgara,C
12536.73153,585.3324195,1115585.113,1257060.517,585.3324195,Silgara,C
12407.56422,585.270407,1115476.053,1256991.305,585.270407,Silgara,C
12266.4413,536.9267926,1115356.899,1256915.688,536.9267926,Silgara,C
12158.60651,509.2888149,1115265.851,1256857.907,509.2888149,Silgara,C
12024.04746,467.8449036,1115152.239,1256785.807,467.8449036,Silgara,C
11950.90734,419.5339273,1115090.485,1256746.616,419.5339273,Silgara,C
11781.41919,405.6594536,1114947.381,1256655.8,405.6594536,Silgara,C
11665.37958,419.3968472,1114849.406,1256593.623,419.3968472,Silgara,C
11481.82602,419.3087242,1114694.426,1256495.27,419.3087242,Silgara,C
11317.49519,453.7125885,1114555.677,1256407.217,453.7125885,Silgara,C
11174.02804,474.333366,1114434.544,1256330.344,474.333366,Silgara,C
11023.52818,501.8473188,1114307.473,1256249.702,501.8473188,Silgara,C
10812.7815,501.7461405,1114129.533,1256136.778,501.7461405,Silgara,C
10656.42106,501.6710728,1113997.514,1256052.996,501.6710728,Silgara,C
10471.92981,529.1687066,1113841.743,1255954.141,529.1687066,Silgara,C
10308.06782,549.7796925,1113703.39,1255866.339,549.7796925,Silgara,C
10105.29154,515.1995822,1113532.18,1255757.686,515.1995822,Silgara,C
9795.85259,418.4992983,1113270.912,1255591.88,418.4992983,Silgara,C
9609.954796,287.3755671,1113113.953,1255492.271,287.3755671,Silgara,C
9435.543751,218.3263161,1112966.693,1255398.817,218.3263161,Silgara,C
9234.408434,135.4711316,1112796.869,1255291.043,135.4711316,Silgara,C
9173.927184,114.7524397,1112745.803,1255258.636,114.7524397,Silgara,C
9374.828079,404.5040634,1112915.429,1255366.284,404.5040634,Silgara,C
9775.223326,625.385946,1113253.494,1255580.827,625.385946,Silgara,C
10283.45336,873.9058063,1113682.607,1255853.15,873.9058063,Silgara,C
13374.09209,1151.251673,1116292.119,1257509.197,1151.251673,Silgara,C
13242.81496,1213.257613,1116181.278,1257438.855,1213.257613,Silgara,C
13083.64144,1295.939815,1116046.884,1257353.566,1295.939815,Silgara,C
12905.71404,1330.337152,1115896.655,1257258.227,1330.337152,Silgara,C
12767.87305,1385.443389,1115780.272,1257184.368,1385.443389,Silgara,C
12555.71983,1426.720846,1115601.145,1257070.691,1426.720846,Silgara,C
12398.89055,1440.438657,1115468.73,1256986.658,1440.438657,Silgara,C
12263.15937,1433.476941,1115354.128,1256913.929,1433.476941,Silgara,C
12108.67432,1378.23036,1115223.692,1256831.152,1378.23036,Silgara,C
11837.68082,1350.514051,1114994.884,1256685.947,1350.514051,Silgara,C
11641.93724,1309.040765,1114829.613,1256581.062,1309.040765,Silgara,C
11392.27627,1253.74849,1114618.817,1256447.287,1253.74849,Silgara,C
10992.11544,1225.970169,1114280.95,1256232.87,1225.970169,Silgara,C
10863.41697,1212.115278,1114172.286,1256163.91,1212.115278,Silgara,C
10673.53398,1198.231013,1114011.963,1256062.166,1198.231013,Silgara,C
11235.44698,1267.466301,1114486.402,1256363.254,1267.466301,Silgara,C
10448.95631,1205.019746,1113822.346,1255941.831,1205.019746,Silgara,C
10266.57487,1170.449427,1113668.356,1255844.106,1170.449427,Silgara,C
10103.65058,1163.474656,1113530.794,1255756.807,1163.474656,Silgara,C
9892.903897,1163.373478,1113352.855,1255643.883,1163.373478,Silgara,C
9702.552058,1163.282091,1113192.136,1255541.887,1163.282091,Silgara,C
9445.62396,1121.779431,1112975.204,1255404.218,1121.779431,Silgara,C
9168.066598,1087.163419,1112740.855,1255255.496,1087.163419,Silgara,C
9038.899279,1087.101407,1112631.795,1255186.284,1087.101407,Silgara,C
8821.35432,1086.996965,1112448.116,1255069.718,1086.996965,Silgara,C
8616.937074,1100.691929,1112275.521,1254960.186,1100.691929,Silgara,C
8548.954274,1100.65929,1112218.121,1254923.759,1100.65929,Silgara,C
8189.583129,1072.900552,1111914.694,1254731.198,1072.900552,Silgara,C
7938.281194,1065.883351,1111702.512,1254596.544,1065.883351,Silgara,C
7748.632625,1045.102647,1111542.387,1254494.925,1045.102647,Silgara,C
7451.149271,996.6839649,1111291.213,1254335.525,996.6839649,Silgara,C
7124.831832,996.5273018,1111015.694,1254160.676,996.5273018,Silgara,C
6791.716113,996.3673749,1110734.436,1253982.183,996.3673749,Silgara,C
6526.817618,989.343647,1110510.774,1253840.244,989.343647,Silgara,C
6241.289859,989.2065668,1110269.695,1253687.25,989.2065668,Silgara,C
5889.889112,926.9688959,1109972.998,1253498.96,926.9688959,Silgara,C
5761.425063,906.2175658,1109864.532,1253430.126,906.2175658,Silgara,C
23.20792128,317.2557851,1105019.595,1250355.435,317.2557851,Silgara,C
131.7459773,324.2044453,1105111.237,1250413.593,324.2044453,Silgara,C
286.9342994,358.7617089,1105242.267,1250496.747,358.7617089,Silgara,C
461.3453442,427.8109599,1105389.527,1250590.201,427.8109599,Silgara,C
555.3491465,462.3388492,1105468.897,1250640.571,462.3388492,Silgara,C
650.2906426,469.2809818,1105549.059,1250691.443,469.2809818,Silgara,C
812.7460916,490.0486308,1105686.224,1250778.491,490.0486308,Silgara,C
887.2927478,496.980972,1105749.166,1250818.435,496.980972,Silgara,C
1028.415663,545.3245863,1105868.32,1250894.053,545.3245863,Silgara,C
1204.702095,559.2023238,1106017.164,1250988.512,559.2023238,Silgara,C
1360.828111,566.1738307,1106148.985,1251072.168,566.1738307,Silgara,C
1551.17995,566.2652175,1106309.705,1251174.164,566.2652175,Silgara,C
1760.754512,600.8485917,1106486.654,1251286.459,600.8485917,Silgara,C
1990.489491,642.3381964,1106680.626,1251409.558,642.3381964,Silgara,C
2172.870932,676.9085153,1106834.616,1251507.282,676.9085153,Silgara,C
