Linea;Arreglo;X;Y;Z;Resistivity
TRE06;DipoloDipolo;225,29;434,37;23,17;6,7
TRE06;DipoloDipolo;208,29;443,08;22,59;6,48
TRE06;DipoloDipolo;420,83;334,18;33,15;6,62
TRE06;DipoloDipolo;429,33;329,83;32,99;6,77
TRE06;DipoloDipolo;437,83;325,47;32,86;7,14
TRE06;DipoloDipolo;446,33;321,12;32,61;7,64
TRE06;DipoloDipolo;454,83;316,76;32,12;8,12
TRE06;DipoloDipolo;463,33;312,4;31,75;8,89
TRE06;DipoloDipolo;471,83;308,05;31,79;9,68
TRE06;DipoloDipolo;480,34;303,69;31,92;10,07
TRE06;DipoloDipolo;510,09;288,45;30,94;9,38
TRE06;DipoloDipolo;527,09;279,73;30,85;8,43
TRE06;DipoloDipolo;544,1;271,02;30,32;6,79
TRE06;DipoloDipolo;85,02;506,25;19,41;8,61
TRE06;DipoloDipolo;102,02;497,53;19,27;8,45
TRE06;DipoloDipolo;119,02;488,82;19,41;7,8
TRE06;DipoloDipolo;136,02;480,11;19,53;6,1
TRE06;DipoloDipolo;148,78;473,58;19,64;5,82
TRE06;DipoloDipolo;157,28;469,22;19,93;5,81
TRE06;DipoloDipolo;165,78;464,86;20,4;5,86
TRE06;DipoloDipolo;174,28;460,51;20,88;5,88
TRE06;DipoloDipolo;182,78;456,15;21,3;5,92
TRE06;DipoloDipolo;191,28;451,8;21,73;6,04
TRE06;DipoloDipolo;199,79;447,44;22,18;6,27
TRE06;DipoloDipolo;216,79;438,73;22,96;6,61
TRE06;DipoloDipolo;412,32;338,54;33,24;6,62
TRE06;DipoloDipolo;267,8;412,59;47,32;7,72
TRE06;DipoloDipolo;250,79;421,3;47,05;7,63
TRE06;DipoloDipolo;463,33;312,4;52,9;7,76
TRE06;DipoloDipolo;454,83;316,76;53,56;7,71
TRE06;DipoloDipolo;437,83;325,47;55,01;8,38
TRE06;DipoloDipolo;429,33;329,83;55,37;8,4
TRE06;DipoloDipolo;420,83;334,18;55,86;7,87
TRE06;DipoloDipolo;412,32;338,54;56,26;7,82
TRE06;DipoloDipolo;403,82;342,9;56,39;8,18
TRE06;DipoloDipolo;395,32;347,25;56,32;8,02
TRE06;DipoloDipolo;386,82;351,61;56,01;7,78
TRE06;DipoloDipolo;378,32;355,96;55,55;7,6
TRE06;DipoloDipolo;369,82;360,32;54,59;8,29
TRE06;DipoloDipolo;361,31;364,68;53,52;12,81
TRE06;DipoloDipolo;386,82;351,61;33,07;7,86
TRE06;DipoloDipolo;352,81;369,03;52,86;14,0
TRE06;DipoloDipolo;335,81;377,74;51,8;12,59
TRE06;DipoloDipolo;327,31;382,1;52,31;12,34
TRE06;DipoloDipolo;318,81;386,46;53,08;12,32
TRE06;DipoloDipolo;310,31;390,81;53,63;12,26
TRE06;DipoloDipolo;301,8;395,17;53,88;11,49
TRE06;DipoloDipolo;293,3;399,52;53,57;9,22
TRE06;DipoloDipolo;284,8;403,88;53,23;7,09
TRE06;DipoloDipolo;276,3;408,24;53,66;6,73
TRE06;DipoloDipolo;471,83;308,05;52,93;8,17
TRE06;DipoloDipolo;259,3;416,95;47,17;8,16
TRE06;DipoloDipolo;480,34;303,69;53,11;8,14
TRE06;DipoloDipolo;446,33;321,12;54,49;7,92
TRE06;DipoloDipolo;510,09;288,45;51,49;6,07
TRE06;DipoloDipolo;242,29;425,66;47,2;7,21
TRE06;DipoloDipolo;233,79;430,02;47,53;7,0
TRE06;DipoloDipolo;216,79;438,73;47,24;5,92
TRE06;DipoloDipolo;208,29;443,08;46,47;5,53
TRE06;DipoloDipolo;199,79;447,44;45,73;5,47
TRE06;DipoloDipolo;191,28;451,8;44,95;5,62
TRE06;DipoloDipolo;182,78;456,15;44,26;6,06
TRE06;DipoloDipolo;174,28;460,51;43,61;6,29
TRE06;DipoloDipolo;165,78;464,86;42,89;6,28
TRE06;DipoloDipolo;157,28;469,22;42,2;6,14
TRE06;DipoloDipolo;148,78;473,58;41,79;6,08
TRE06;DipoloDipolo;136,02;480,11;41,66;6,3
TRE06;DipoloDipolo;335,81;377,74;-125,93;9,97
TRE06;DipoloDipolo;395,32;347,25;33,17;7,13
TRE06;DipoloDipolo;119,02;488,82;41,53;8,28
TRE06;DipoloDipolo;85,02;506,25;41,63;8,72
TRE06;DipoloDipolo;68,01;514,96;42,75;9,55
TRE06;DipoloDipolo;51,01;523,67;44,06;10,3
TRE06;DipoloDipolo;595,11;244,88;50,74;7,85
TRE06;DipoloDipolo;578,1;253,6;47,76;3,8
TRE06;DipoloDipolo;561,1;262,31;48,39;5,33
TRE06;DipoloDipolo;544,1;271,02;50,49;6,34
TRE06;DipoloDipolo;527,09;279,73;51,3;6,09
TRE06;DipoloDipolo;493,09;297,16;52,42;6,9
TRE06;DipoloDipolo;403,82;342,9;33,22;6,72
TRE06;DipoloDipolo;225,29;434,37;47,7;6,5
TRE06;DipoloDipolo;102,02;497,53;41,37;8,69
TRE06;DipoloDipolo;344,31;373,39;52,13;13,57
TRE06;DipoloDipolo;493,09;297,16;31,51;10,1
TRE06;DipoloDipolo;310,31;390,81;31,81;8,89
TRE06;DipoloDipolo;165,78;464,86;36,13;5,94
TRE06;DipoloDipolo;174,28;460,51;36,77;5,95
TRE06;DipoloDipolo;361,31;364,68;39,75;13,24
TRE06;DipoloDipolo;182,78;456,15;37,33;5,89
TRE06;DipoloDipolo;191,28;451,8;37,93;5,72
TRE06;DipoloDipolo;199,79;447,44;38,59;5,73
TRE06;DipoloDipolo;208,29;443,08;39,21;5,85
TRE06;DipoloDipolo;216,79;438,73;39,82;6,13
TRE06;DipoloDipolo;233,79;430,02;40,07;6,69
TRE06;DipoloDipolo;242,29;425,66;39,83;6,72
TRE06;DipoloDipolo;361,31;364,68;46,95;13,24
TRE06;DipoloDipolo;259,3;416,95;39,83;7,27
TRE06;DipoloDipolo;276,3;408,24;39,69;7,01
TRE06;DipoloDipolo;284,8;403,88;39,42;6,98
TRE06;DipoloDipolo;293,3;399,52;39,66;7,53
TRE06;DipoloDipolo;301,8;395,17;39,89;8,45
TRE06;DipoloDipolo;310,31;390,81;39,74;9,36
TRE06;DipoloDipolo;318,81;386,46;39,37;10,19
TRE06;DipoloDipolo;327,31;382,1;38,84;11,21
TRE06;DipoloDipolo;335,81;377,74;38,48;12,43
TRE06;DipoloDipolo;136,02;480,11;35,02;6,23
TRE06;DipoloDipolo;344,31;373,39;38,74;13,55
TRE06;DipoloDipolo;119,02;488,82;34,9;8,14
TRE06;DipoloDipolo;85,02;506,25;34,96;8,82
TRE06;DipoloDipolo;267,8;412,59;39,95;7,2
TRE06;DipoloDipolo;250,79;421,3;39,72;6,98
TRE06;DipoloDipolo;471,83;308,05;46,54;8,57
TRE06;DipoloDipolo;527,09;279,73;22,57;10,53
TRE06;DipoloDipolo;463,33;312,4;46,51;8,19
TRE06;DipoloDipolo;420,83;334,18;48,88;7,64
TRE06;DipoloDipolo;395,32;347,25;49,16;7,66
TRE06;DipoloDipolo;429,33;329,83;48,52;7,96
TRE06;DipoloDipolo;386,82;351,61;48,93;7,77
TRE06;DipoloDipolo;437,83;325,47;48,25;7,99
TRE06;DipoloDipolo;446,33;321,12;47,83;7,95
TRE06;DipoloDipolo;454,83;316,76;47,06;7,95
TRE06;DipoloDipolo;403,82;342,9;49,22;7,61
TRE06;DipoloDipolo;412,32;338,54;49,15;7,61
TRE06;DipoloDipolo;527,09;279,73;45,15;6,37
TRE06;DipoloDipolo;480,34;303,69;46,7;8,56
TRE06;DipoloDipolo;493,09;297,16;46,11;7,81
TRE06;DipoloDipolo;510,09;288,45;45,3;6,71
TRE06;DipoloDipolo;544,1;271,02;44,43;6,34
TRE06;DipoloDipolo;561,1;262,31;42,56;5,26
TRE06;DipoloDipolo;578,1;253,6;41,99;5,18
TRE06;DipoloDipolo;352,81;369,03;39,28;13,8
TRE06;DipoloDipolo;51,01;523,67;37,06;9,83
TRE06;DipoloDipolo;378,32;355,96;48,6;8,37
TRE06;DipoloDipolo;68,01;514,96;35,94;9,36
TRE06;DipoloDipolo;102,02;497,53;34,75;8,73
TRE06;DipoloDipolo;369,82;360,32;47,82;10,05
TRE06;DipoloDipolo;369,82;360,32;40,46;10,68
TRE06;DipoloDipolo;437,83;325,47;40,88;7,54
TRE06;DipoloDipolo;199,79;447,44;30,76;6,02
TRE06;DipoloDipolo;216,79;438,73;31,75;6,4
TRE06;DipoloDipolo;225,29;434,37;32,03;6,61
TRE06;DipoloDipolo;233,79;430,02;31,96;6,67
TRE06;DipoloDipolo;242,29;425,66;31,8;6,7
TRE06;DipoloDipolo;250,79;421,3;31,72;6,84
TRE06;DipoloDipolo;259,3;416,95;31,82;7,03
TRE06;DipoloDipolo;267,8;412,59;31,92;7,11
TRE06;DipoloDipolo;276,3;408,24;31,73;7,0
TRE06;DipoloDipolo;284,8;403,88;31,53;7,0
TRE06;DipoloDipolo;293,3;399,52;31,73;7,42
TRE06;DipoloDipolo;191,28;451,8;30,21;5,89
TRE06;DipoloDipolo;301,8;395,17;31,92;8,09
TRE06;DipoloDipolo;318,81;386,46;31,53;9,76
TRE06;DipoloDipolo;327,31;382,1;31,09;10,87
TRE06;DipoloDipolo;335,81;377,74;30,8;12,13
TRE06;DipoloDipolo;344,31;373,39;31,02;13,11
TRE06;DipoloDipolo;352,81;369,03;31,48;13,27
TRE06;DipoloDipolo;361,31;364,68;31,88;12,94
TRE06;DipoloDipolo;369,82;360,32;32,44;10,94
TRE06;DipoloDipolo;378,32;355,96;32,9;9,03
TRE06;DipoloDipolo;182,78;456,15;29,7;5,9
TRE06;DipoloDipolo;174,28;460,51;29,21;5,89
TRE06;DipoloDipolo;165,78;464,86;28,66;5,86
TRE06;DipoloDipolo;208,29;443,08;31,27;6,2
TRE06;DipoloDipolo;157,28;469,22;28,11;5,84
TRE06;DipoloDipolo;378,32;355,96;41,06;8,79
TRE06;DipoloDipolo;386,82;351,61;41,31;7,79
TRE06;DipoloDipolo;403,82;342,9;41,52;7,09
TRE06;DipoloDipolo;412,32;338,54;41,5;7,08
TRE06;DipoloDipolo;420,83;334,18;41,33;7,1
TRE06;DipoloDipolo;429,33;329,83;41,08;7,28
TRE06;DipoloDipolo;446,33;321,12;40,56;7,76
TRE06;DipoloDipolo;454,83;316,76;39,93;8,02
TRE06;DipoloDipolo;463,33;312,4;39,48;8,5
TRE06;DipoloDipolo;267,8;412,59;54,08;8,41
TRE06;DipoloDipolo;471,83;308,05;39,51;9,05
TRE06;DipoloDipolo;493,09;297,16;39,16;8,92
TRE06;DipoloDipolo;510,09;288,45;38,48;7,8
TRE06;DipoloDipolo;148,78;473,58;35,15;5,94
TRE06;DipoloDipolo;527,09;279,73;38,36;7,07
TRE06;DipoloDipolo;561,1;262,31;36,07;5,33
TRE06;DipoloDipolo;68,01;514,96;28,41;9,19
TRE06;DipoloDipolo;85,02;506,25;27,58;8,74
TRE06;DipoloDipolo;102,02;497,53;27,41;8,66
TRE06;DipoloDipolo;119,02;488,82;27,55;8,09
TRE06;DipoloDipolo;136,02;480,11;27,67;6,15
TRE06;DipoloDipolo;148,78;473,58;27,79;5,9
TRE06;DipoloDipolo;480,34;303,69;39,66;9,15
TRE06;DipoloDipolo;157,28;469,22;35,51;5,92
TRE06;DipoloDipolo;259,3;416,95;53,91;9,62
TRE06;DipoloDipolo;395,32;347,25;41,46;7,34
TRE06;DipoloDipolo;544,1;271,02;37,74;6,47
TRE06;DipoloDipolo;242,29;425,66;53,97;8,28
TRE06;DipoloDipolo;225,29;434,37;40,18;6,53
TRE06;DipoloDipolo;510,09;288,45;66,74;5,71
TRE06;DipoloDipolo;471,83;308,05;68,85;7,21
TRE06;DipoloDipolo;344,31;373,39;45,75;13,62
TRE06;DipoloDipolo;454,83;316,76;69,84;6,63
TRE06;DipoloDipolo;446,33;321,12;71,31;6,65
TRE06;DipoloDipolo;437,83;325,47;72,19;7,29
TRE06;DipoloDipolo;429,33;329,83;72,87;7,84
TRE06;DipoloDipolo;420,83;334,18;73,86;6,78
TRE06;DipoloDipolo;412,32;338,54;74,79;6,98
TRE06;DipoloDipolo;403,82;342,9;75,2;8,53
TRE06;DipoloDipolo;284,8;403,88;69,82;14,46
TRE06;DipoloDipolo;395,32;347,25;75,09;9,65
TRE06;DipoloDipolo;378,32;355,96;73,46;7,44
TRE06;DipoloDipolo;369,82;360,32;71,79;4,85
TRE06;DipoloDipolo;361,31;364,68;70,04;7,59
TRE06;DipoloDipolo;352,81;369,03;69,07;9,82
TRE06;DipoloDipolo;344,31;373,39;68,01;9,2
TRE06;DipoloDipolo;335,81;377,74;67,55;11,01
TRE06;DipoloDipolo;327,31;382,1;68,32;13,38
TRE06;DipoloDipolo;318,81;386,46;69,49;14,73
TRE06;DipoloDipolo;544,1;271,02;65,35;7,41
TRE06;DipoloDipolo;310,31;390,81;70,38;15,2
TRE06;DipoloDipolo;561,1;262,31;62,63;13,22
TRE06;DipoloDipolo;386,82;351,61;74,4;9,63
TRE06;DipoloDipolo;480,34;303,69;69,1;7,68
TRE06;DipoloDipolo;527,09;279,73;66,46;6,76
TRE06;DipoloDipolo;493,09;297,16;68,09;6,28
TRE06;DipoloDipolo;250,79;421,3;65,6;10,89
TRE06;DipoloDipolo;216,79;438,73;66,15;6,41
TRE06;DipoloDipolo;208,29;443,08;64,79;5,88
TRE06;DipoloDipolo;199,79;447,44;63,61;5,2
TRE06;DipoloDipolo;191,28;451,8;62,44;5,32
TRE06;DipoloDipolo;182,78;456,15;61,44;6,93
TRE06;DipoloDipolo;174,28;460,51;60,53;9,18
TRE06;DipoloDipolo;165,78;464,86;59,54;9,76
TRE06;DipoloDipolo;157,28;469,22;58,6;8,26
TRE06;DipoloDipolo;148,78;473,58;58,08;6,59
TRE06;DipoloDipolo;136,02;480,11;57,92;6,16
TRE06;DipoloDipolo;119,02;488,82;57,78;7,71
TRE06;DipoloDipolo;102,02;497,53;57,6;7,75
TRE06;DipoloDipolo;68,01;514,96;59,58;10,55
TRE06;DipoloDipolo;51,01;523,67;61,5;11,85
TRE06;DipoloDipolo;34,01;532,38;63,24;12,28
TRE06;DipoloDipolo;17,0;541,09;64,73;8,46
TRE06;DipoloDipolo;629,11;227,46;73,25;2,17
TRE06;DipoloDipolo;612,11;236,17;71,05;10,44
TRE06;DipoloDipolo;578,1;253,6;61,79;4,56
TRE06;DipoloDipolo;301,8;395,17;70,81;15,46
TRE06;DipoloDipolo;293,3;399,52;70,33;18,01
TRE06;DipoloDipolo;233,79;430,02;66,6;10,57
TRE06;DipoloDipolo;242,29;425,66;65,92;10,96
TRE06;DipoloDipolo;595,11;244,88;65,66;28,32
TRE06;DipoloDipolo;561,1;262,31;66,45;13,46
TRE06;DipoloDipolo;527,09;279,73;70,58;7,57
TRE06;DipoloDipolo;242,29;425,66;71,19;11,65
TRE06;DipoloDipolo;480,34;303,69;73,5;8,57
TRE06;DipoloDipolo;471,83;308,05;73,23;7,11
TRE06;DipoloDipolo;463,33;312,4;73,22;6,09
TRE06;DipoloDipolo;454,83;316,76;74,35;7,27
TRE06;DipoloDipolo;437,83;325,47;77,03;6,7
TRE06;DipoloDipolo;429,33;329,83;77,83;7,93
TRE06;DipoloDipolo;420,83;334,18;79,01;7,06
TRE06;DipoloDipolo;412,32;338,54;80,17;6,87
TRE06;DipoloDipolo;544,1;271,02;69,37;7,3
TRE06;DipoloDipolo;403,82;342,9;80,7;6,93
TRE06;DipoloDipolo;386,82;351,61;79,72;10,77
TRE06;DipoloDipolo;378,32;355,96;78,58;8,9
TRE06;DipoloDipolo;369,82;360,32;76,64;4,79
TRE06;DipoloDipolo;361,31;364,68;74,63;4,84
TRE06;DipoloDipolo;352,81;369,03;73,55;5,54
TRE06;DipoloDipolo;344,31;373,39;72,38;4,99
TRE06;DipoloDipolo;335,81;377,74;71,87;10,78
TRE06;DipoloDipolo;578,1;253,6;65,55;6,44
TRE06;DipoloDipolo;595,11;244,88;69,72;29,53
TRE06;DipoloDipolo;612,11;236,17;75,63;9,97
TRE06;DipoloDipolo;629,11;227,46;78,09;2,81
TRE06;DipoloDipolo;85,02;506,25;47,65;8,42
TRE06;DipoloDipolo;395,32;347,25;80,56;9,53
TRE06;DipoloDipolo;493,09;297,16;72,39;7,2
TRE06;DipoloDipolo;510,09;288,45;70,9;6,01
TRE06;DipoloDipolo;276,3;408,24;70,55;7,82
TRE06;DipoloDipolo;267,8;412,59;71,27;8,33
TRE06;DipoloDipolo;233,79;430,02;72,0;12,21
TRE06;DipoloDipolo;225,29;434,37;72,46;10,88
TRE06;DipoloDipolo;216,79;438,73;71,49;6,78
TRE06;DipoloDipolo;208,29;443,08;69,9;6,68
TRE06;DipoloDipolo;199,79;447,44;68,56;5,23
TRE06;DipoloDipolo;191,28;451,8;67,25;5,13
TRE06;DipoloDipolo;259,3;416,95;65,79;10,71
TRE06;DipoloDipolo;182,78;456,15;66,14;6,83
TRE06;DipoloDipolo;165,78;464,86;64,07;10,05
TRE06;DipoloDipolo;157,28;469,22;63,05;9,05
TRE06;DipoloDipolo;148,78;473,58;62,48;6,95
TRE06;DipoloDipolo;225,29;434,37;66,97;8,68
TRE06;DipoloDipolo;136,02;480,11;62,32;5,99
TRE06;DipoloDipolo;102,02;497,53;61,99;7,32
TRE06;DipoloDipolo;85,02;506,25;62,4;8,55
TRE06;DipoloDipolo;68,01;514,96;64,16;10,68
TRE06;DipoloDipolo;51,01;523,67;66,3;10,99
TRE06;DipoloDipolo;34,01;532,38;68,28;13,37
TRE06;DipoloDipolo;17,0;541,09;70,01;7,94
TRE06;DipoloDipolo;174,28;460,51;65,14;9,23
TRE06;DipoloDipolo;318,81;386,46;74,04;15,74
TRE06;DipoloDipolo;267,8;412,59;66,02;8,73
TRE06;DipoloDipolo;250,79;421,3;70,8;10,82
TRE06;DipoloDipolo;259,3;416,95;71,02;8,86
TRE06;DipoloDipolo;119,02;488,82;62,18;7,11
TRE06;DipoloDipolo;284,8;403,88;64,77;9,23
TRE06;DipoloDipolo;446,33;321,12;76,01;6,6
TRE06;DipoloDipolo;463,33;312,4;58,72;7,21
TRE06;DipoloDipolo;437,83;325,47;61,22;8,41
TRE06;DipoloDipolo;429,33;329,83;61,68;8,35
TRE06;DipoloDipolo;420,83;334,18;62,32;7,84
TRE06;DipoloDipolo;412,32;338,54;62,87;7,76
TRE06;DipoloDipolo;403,82;342,9;63,08;8,66
TRE06;DipoloDipolo;395,32;347,25;63,0;8,71
TRE06;DipoloDipolo;386,82;351,61;62,58;8,19
TRE06;DipoloDipolo;378,32;355,96;61,99;6,3
TRE06;DipoloDipolo;369,82;360,32;60,81;6,34
TRE06;DipoloDipolo;361,31;364,68;59,53;11,77
TRE06;DipoloDipolo;352,81;369,03;58,77;13,95
TRE06;DipoloDipolo;344,31;373,39;57,93;13,56
TRE06;DipoloDipolo;335,81;377,74;57,56;12,51
TRE06;DipoloDipolo;327,31;382,1;58,15;12,68
TRE06;DipoloDipolo;318,81;386,46;59,05;13,61
TRE06;DipoloDipolo;310,31;390,81;59,71;13,87
TRE06;DipoloDipolo;301,8;395,17;60,02;13,66
TRE06;DipoloDipolo;293,3;399,52;59,65;11,1
TRE06;DipoloDipolo;284,8;403,88;59,26;7,43
TRE06;DipoloDipolo;480,34;303,69;58,95;7,81
TRE06;DipoloDipolo;276,3;408,24;59,78;5,82
TRE06;DipoloDipolo;493,09;297,16;58,15;6,36
TRE06;DipoloDipolo;233,79;430,02;54,41;7,7
TRE06;DipoloDipolo;446,33;321,12;60,59;7,88
TRE06;DipoloDipolo;527,09;279,73;56,86;6,08
TRE06;DipoloDipolo;225,29;434,37;54,63;6,64
TRE06;DipoloDipolo;480,34;303,69;64,26;7,7
TRE06;DipoloDipolo;199,79;447,44;52,24;5,25
TRE06;DipoloDipolo;471,83;308,05;58,74;7,83
TRE06;DipoloDipolo;208,29;443,08;53,12;5,43
TRE06;DipoloDipolo;191,28;451,8;51,34;5,51
TRE06;DipoloDipolo;182,78;456,15;50,55;6,41
TRE06;DipoloDipolo;174,28;460,51;49,82;7,1
TRE06;DipoloDipolo;165,78;464,86;49,01;7,07
TRE06;DipoloDipolo;157,28;469,22;48,23;6,62
TRE06;DipoloDipolo;148,78;473,58;47,79;6,28
TRE06;DipoloDipolo;136,02;480,11;47,65;6,31
TRE06;DipoloDipolo;119,02;488,82;47,52;8,28
TRE06;DipoloDipolo;471,83;308,05;64,04;7,54
TRE06;DipoloDipolo;68,01;514,96;48,92;9,8
TRE06;DipoloDipolo;34,01;532,38;51,72;10,39
TRE06;DipoloDipolo;612,11;236,17;60,58;8,18
TRE06;DipoloDipolo;595,11;244,88;56,22;10,47
TRE06;DipoloDipolo;578,1;253,6;52,94;3,64
TRE06;DipoloDipolo;561,1;262,31;53,65;6,44
TRE06;DipoloDipolo;544,1;271,02;55,95;6,64
TRE06;DipoloDipolo;510,09;288,45;57,08;5,81
TRE06;DipoloDipolo;267,8;412,59;60,3;8,58
TRE06;DipoloDipolo;259,3;416,95;60,1;10,43
TRE06;DipoloDipolo;250,79;421,3;59,94;10,12
TRE06;DipoloDipolo;216,79;438,73;54,07;5,89
TRE06;DipoloDipolo;51,01;523,67;50,44;10,87
TRE06;DipoloDipolo;463,33;312,4;64,02;6,54
TRE06;DipoloDipolo;102,02;497,53;47,35;8,39
TRE06;DipoloDipolo;199,79;447,44;58,19;5,19
TRE06;DipoloDipolo;437,83;325,47;66,94;8,15
TRE06;DipoloDipolo;429,33;329,83;67,5;8,19
TRE06;DipoloDipolo;420,83;334,18;68,31;7,32
TRE06;DipoloDipolo;412,32;338,54;69,04;7,41
TRE06;DipoloDipolo;403,82;342,9;69,34;8,75
TRE06;DipoloDipolo;395,32;347,25;69,24;9,28
TRE06;DipoloDipolo;386,82;351,61;68,7;8,38
TRE06;DipoloDipolo;378,32;355,96;67,94;6,19
TRE06;DipoloDipolo;369,82;360,32;66,53;5,28
TRE06;DipoloDipolo;361,31;364,68;65,02;10,11
TRE06;DipoloDipolo;454,83;316,76;59,49;7,16
TRE06;DipoloDipolo;446,33;321,12;66,18;7,37
TRE06;DipoloDipolo;352,81;369,03;64,16;13,13
TRE06;DipoloDipolo;327,31;382,1;63,47;12,84
TRE06;DipoloDipolo;318,81;386,46;64,5;14,12
TRE06;DipoloDipolo;310,31;390,81;65,28;14,48
TRE06;DipoloDipolo;293,3;399,52;65,23;14,02
TRE06;DipoloDipolo;493,09;297,16;63,36;6,23
TRE06;DipoloDipolo;510,09;288,45;62,15;5,78
TRE06;DipoloDipolo;527,09;279,73;61,9;6,24
TRE06;DipoloDipolo;344,31;373,39;63,21;12,73
TRE06;DipoloDipolo;454,83;316,76;64,9;6,66
TRE06;DipoloDipolo;544,1;271,02;60,89;7,32
TRE06;DipoloDipolo;242,29;425,66;60,2;9,71
TRE06;DipoloDipolo;335,81;377,74;62,79;11,79
TRE06;DipoloDipolo;233,79;430,02;60,75;8,91
TRE06;DipoloDipolo;301,8;395,17;65,64;15,06
TRE06;DipoloDipolo;216,79;438,73;60,36;5,97
TRE06;DipoloDipolo;182,78;456,15;56,26;6,81
TRE06;DipoloDipolo;165,78;464,86;54,54;8,39
TRE06;DipoloDipolo;225,29;434,37;61,04;7,24
TRE06;DipoloDipolo;191,28;451,8;57,15;5,37
TRE06;DipoloDipolo;157,28;469,22;53,68;7,34
TRE06;DipoloDipolo;276,3;408,24;65,4;5,11
TRE06;DipoloDipolo;174,28;460,51;55,44;8,36
TRE06;DipoloDipolo;119,02;488,82;52,92;8,07
TRE06;DipoloDipolo;102,02;497,53;52,74;8,09
TRE06;DipoloDipolo;85,02;506,25;53,08;8,25
TRE06;DipoloDipolo;68,01;514,96;54,51;10,12
TRE06;DipoloDipolo;51,01;523,67;56,23;11,53
TRE06;DipoloDipolo;148,78;473,58;53,2;6,42
TRE06;DipoloDipolo;629,11;227,46;68,0;2,6
TRE06;DipoloDipolo;250,79;421,3;22,99;6,84
TRE06;DipoloDipolo;612,11;236,17;66,05;10,96
TRE06;DipoloDipolo;595,11;244,88;61,18;19,58
TRE06;DipoloDipolo;34,01;532,38;57,74;11,11
TRE06;DipoloDipolo;208,29;443,08;59,21;5,47
TRE06;DipoloDipolo;578,1;253,6;57,6;3,68
TRE06;DipoloDipolo;561,1;262,31;58,38;9,0
TRE06;DipoloDipolo;344,31;373,39;-125,88;11,38
TRE06;DipoloDipolo;136,02;480,11;53,05;6,28
TRE06;DipoloDipolo;386,82;351,61;84,68;10,52
TRE07;Gradiente;390,6;254,6;20,51;13,3
TRE07;Gradiente;375,5;242,89;21,13;13,42
TRE07;Gradiente;367,94;237,04;21,13;13,42
TRE07;Gradiente;360,39;231,19;20,89;13,24
TRE07;Gradiente;352,84;225,33;20,66;12,96
TRE07;Gradiente;383,05;248,74;20,89;13,35
TRE07;Gradiente;398,15;260,45;20,21;13,15
TRE07;Gradiente;428,36;283,86;20,15;11,52
TRE07;Gradiente;413,25;272,16;20,4;12,4
TRE07;Gradiente;420,8;278,01;20,36;11,95
TRE07;Gradiente;435,91;289,71;19,93;11,09
TRE07;Gradiente;443,46;295,57;19,68;10,64
TRE07;Gradiente;451,01;301,42;19,3;10,27
TRE07;Gradiente;481,22;324,83;18,06;9,22
TRE07;Gradiente;458,56;307,27;18,78;9,87
TRE07;Gradiente;473,66;318,98;18,24;9,46
TRE07;Gradiente;466,11;313,12;18,38;9,65
TRE07;Gradiente;405,7;266,3;20,24;12,84
TRE07;DipoloDipolo;292,43;178,51;68,56;6,27
TRE07;Gradiente;269,78;160,95;23,05;13,5
TRE07;Gradiente;330,19;207,77;21,43;12,31
TRE07;Gradiente;182,93;93,64;24,58;17,49
TRE07;Gradiente;530,3;362,87;25,34;8,87
TRE07;Gradiente;194,26;102,42;24,37;17,25
TRE07;Gradiente;315,08;196,07;22,19;12,28
TRE07;Gradiente;201,81;108,28;24,23;17,15
TRE07;Gradiente;209,36;114,13;24,11;16,93
TRE07;Gradiente;216,92;119,98;24,0;16,65
TRE07;Gradiente;224,47;125,84;23,88;16,25
TRE07;Gradiente;232,02;131,69;23,76;15,8
TRE07;Gradiente;488,77;330,68;17,82;9,14
TRE07;Gradiente;239,57;137,54;23,63;15,29
TRE07;Gradiente;254,67;149,25;23,37;14,37
TRE07;Gradiente;262,22;155,1;23,23;13,89
TRE07;Gradiente;277,33;166,8;22,9;13,18
TRE07;Gradiente;284,88;172,66;22,82;12,83
TRE07;Gradiente;292,43;178,51;22,73;12,52
TRE07;Gradiente;299,98;184,36;22,59;12,36
TRE07;Gradiente;307,53;190,22;22,42;12,29
TRE07;Gradiente;337,74;213,63;20,84;12,43
TRE07;Gradiente;345,29;219,48;20,54;12,66
TRE07;Gradiente;247,12;143,39;23,5;14,85
TRE07;Gradiente;515,2;351,17;26,54;9,1
TRE07;Gradiente;515,2;351,17;15,96;8,97
TRE07;Gradiente;201,81;108,28;11,75;17,05
TRE07;Gradiente;390,6;254,6;8,19;13,38
TRE07;Gradiente;398,15;260,45;7,94;13,27
TRE07;Gradiente;405,7;266,3;7,92;13,03
TRE07;Gradiente;413,25;272,16;8,0;12,76
TRE07;Gradiente;420,8;278,01;7,93;12,44
TRE07;Gradiente;428,36;283,86;7,75;12,0
TRE07;Gradiente;435,91;289,71;7,56;11,45
TRE07;Gradiente;443,46;295,57;7,34;10,91
TRE07;Gradiente;451,01;301,42;7,03;10,42
TRE07;Gradiente;458,56;307,27;6,61;9,87
TRE07;Gradiente;466,11;313,12;6,27;9,7
TRE07;Gradiente;473,66;318,98;6,13;9,49
TRE07;Gradiente;481,22;324,83;5,97;9,11
TRE07;Gradiente;224,47;125,84;-2,32;15,85
TRE07;Gradiente;232,02;131,69;-2,44;15,29
TRE07;Gradiente;239,57;137,54;-2,57;14,96
