nuevo_X,nuevo_Y,Z,Unidad
1109036.77,1259898.34,1284,K1ls_mi
1109136.77,1259898.34,1309,K1ls_mi
1109236.77,1259898.34,1317,K1ls_mi
1109336.77,1259898.34,1330,K1ls_mi
1109436.77,1259898.34,1350,K1ls_mi
1109536.77,1259898.34,1384,K1ls_mi
1109636.77,1259898.34,1414,K1ls_mi
1109736.77,1259898.34,1423,K1ls_mi
1109836.77,1259898.34,1384,K1ls_mi
1109936.77,1259898.34,1364,K1ls_mi
1110036.77,1259898.34,1358,K1ls_mi
1110136.77,1259898.34,1352,K1ls_mi
1110236.77,1259898.34,1326,K1ls_mi
1110336.77,1259898.34,1316,K1ls_mi
1110436.77,1259898.34,1303,K1ls_mi
1110536.77,1259898.34,1279,K1ls_mi
1110636.77,1259898.34,1259,K1ls_mi
1110736.77,1259898.34,1260,K1ls_mi
1110836.77,1259898.34,1267,K1ls_mi
1110936.77,1259898.34,1282,K1ls_mi
1111036.77,1259898.34,1300,K1ls_mi
1111136.77,1259898.34,1307,K1ls_mi
1111236.77,1259898.34,1294,K1ls_mi
1111336.77,1259898.34,1275,K1ls_mi
1111436.77,1259898.34,1278,K1ls_mi
1111536.77,1259898.34,1287,K1ls_mi
1111636.77,1259898.34,1309,K1ls_mi
1111736.77,1259898.34,1299,K1ls_mi
1111836.77,1259898.34,1297,J1-2j
1111936.77,1259898.34,1295,J1-2j
1112036.77,1259898.34,1310,J1-2j
1112136.77,1259898.34,1322,J1-2j
1112236.77,1259898.34,1275,J1-2j
1112336.77,1259898.34,1259,J1-2j
1112436.77,1259898.34,1245,J1-2j
1112536.77,1259898.34,1227,J1-2j
1112636.77,1259898.34,1203,J1-2j
1112736.77,1259898.34,1219,J1-2j
1112836.77,1259898.34,1224,J1-2j
1112936.77,1259898.34,1213,OSs
1113036.77,1259898.34,1213,OSs
1113136.77,1259898.34,1225,OSs
1113236.77,1259898.34,1239,OSs
1113336.77,1259898.34,1233,OSs
1113436.77,1259898.34,1229,OSs
1113536.77,1259898.34,1222,OSs
1113636.77,1259898.34,1201,OSs
1113736.77,1259898.34,1155,J1-2j
1113836.77,1259898.34,1112,J1-2j
1113936.77,1259898.34,1128,J1-2j
1114036.77,1259898.34,1156,J1-2j
1114136.77,1259898.34,1175,J1-2j
1114236.77,1259898.34,1142,J1-2j
1114336.77,1259898.34,1091,J1-2j
1114436.77,1259898.34,1094,J1-2j
1114536.77,1259898.34,1073,J1-2j
1114636.77,1259898.34,1067,J1-2j
1114736.77,1259898.34,1096,J1-2j
1114836.77,1259898.34,1117,J1-2j
1114936.77,1259898.34,1122,J1-2j
1115036.77,1259898.34,1112,J1-2j
1115136.77,1259898.34,1115,J1-2j
1115236.77,1259898.34,1145,J1-2j
1115336.77,1259898.34,1161,J1gp
1115436.77,1259898.34,1132,J1gp
1115536.77,1259898.34,1116,J1gp
1115636.77,1259898.34,1109,J1gp
1115736.77,1259898.34,1079,J1gp
1115836.77,1259898.34,1060,J1gp
1115936.77,1259898.34,1062,J1gp
1116036.77,1259898.34,1095,J1gp
1116136.77,1259898.34,1068,J1gp
1108736.77,1259798.34,1350,K1ls_mi
1108836.77,1259798.34,1315,K1ls_mi
1108936.77,1259798.34,1311,K1ls_mi
1109036.77,1259798.34,1329,K1ls_mi
1109136.77,1259798.34,1348,K1ls_mi
1109236.77,1259798.34,1371,K1ls_mi
1109336.77,1259798.34,1390,K1ls_mi
1109436.77,1259798.34,1419,K1ls_mi
1109536.77,1259798.34,1463,K1ls_mi
1109636.77,1259798.34,1505,K1ls_mi
1109736.77,1259798.34,1510,K1ls_mi
1109836.77,1259798.34,1469,K1ls_mi
1109936.77,1259798.34,1442,K1ls_mi
1110036.77,1259798.34,1426,K1ls_mi
1110136.77,1259798.34,1405,K1ls_mi
1110236.77,1259798.34,1383,K1ls_mi
1110336.77,1259798.34,1360,K1ls_mi
1110436.77,1259798.34,1332,K1ls_mi
1110536.77,1259798.34,1327,K1ls_mi
1110636.77,1259798.34,1312,K1ls_mi
1110736.77,1259798.34,1288,K1ls_mi
1110836.77,1259798.34,1271,K1ls_mi
1110936.77,1259798.34,1286,K1ls_mi
1111036.77,1259798.34,1298,K1ls_mi
1111136.77,1259798.34,1315,K1ls_mi
1111236.77,1259798.34,1314,K1ls_mi
1111336.77,1259798.34,1308,K1ls_mi
1111436.77,1259798.34,1337,K1ls_mi
1111536.77,1259798.34,1344,K1ls_mi
1111636.77,1259798.34,1362,K1ls_mi
1111736.77,1259798.34,1369,K1ls_mi
1111836.77,1259798.34,1344,K1ls_mi
1111936.77,1259798.34,1342,K1ls_mi
1112036.77,1259798.34,1356,K1ls_mi
1112136.77,1259798.34,1338,K1ls_mi
1112236.77,1259798.34,1282,J1-2j
1112336.77,1259798.34,1275,J1-2j
1112436.77,1259798.34,1260,J1-2j
1112536.77,1259798.34,1245,J1-2j
1112636.77,1259798.34,1229,J1-2j
1112736.77,1259798.34,1233,J1-2j
1112836.77,1259798.34,1231,J1-2j
1112936.77,1259798.34,1233,OSs
1113036.77,1259798.34,1231,OSs
1113136.77,1259798.34,1242,OSs
1113236.77,1259798.34,1256,J1-2j
1113336.77,1259798.34,1262,OSs
1113436.77,1259798.34,1250,OSs
1113536.77,1259798.34,1228,OSs
1113636.77,1259798.34,1189,J1-2j
1113736.77,1259798.34,1149,J1-2j
1113836.77,1259798.34,1142,J1-2j
1113936.77,1259798.34,1148,J1-2j
1114036.77,1259798.34,1173,J1-2j
1114136.77,1259798.34,1189,J1-2j
1114236.77,1259798.34,1151,J1-2j
1114336.77,1259798.34,1112,J1-2j
1114436.77,1259798.34,1116,J1-2j
1114536.77,1259798.34,1103,J1-2j
1114636.77,1259798.34,1064.02,J1-2j
1114736.77,1259798.34,1089,J1-2j
1114836.77,1259798.34,1114,J1-2j
1114936.77,1259798.34,1140,J1-2j
1115036.77,1259798.34,1147,J1-2j
1115136.77,1259798.34,1149,J1-2j
1115236.77,1259798.34,1178,J1gp
1115336.77,1259798.34,1172,J1gp
1115436.77,1259798.34,1137,J1gp
1115536.77,1259798.34,1119,J1gp
1115636.77,1259798.34,1097,J1gp
1115736.77,1259798.34,1078,J1gp
1115836.77,1259798.34,1079,J1gp
1115936.77,1259798.34,1102,J1gp
1116036.77,1259798.34,1111,J1gp
1116136.77,1259798.34,1092,J1gp
1108636.77,1259698.34,1399,K1ls_mi
1108736.77,1259698.34,1406,K1ls_mi
1108836.77,1259698.34,1385,K1ls_mi
1108936.77,1259698.34,1374,K1ls_mi
1109036.77,1259698.34,1389,K1ls_mi
1109136.77,1259698.34,1422,K1ls_mi
1109236.77,1259698.34,1449,K1ls_mi
1109336.77,1259698.34,1494,K1ls_mi
1109436.77,1259698.34,1535,K1ls_mm
1109536.77,1259698.34,1563,K1ls_mm
1109636.77,1259698.34,1578,K1ls_mm
1109736.77,1259698.34,1583,K1ls_mm
1109836.77,1259698.34,1586,K1ls_mm
1109936.77,1259698.34,1561,K1ls_mi
1110036.77,1259698.34,1555,K1ls_mi
1110136.77,1259698.34,1507,K1ls_mi
1110236.77,1259698.34,1485,K1ls_mi
1110336.77,1259698.34,1454,K1ls_mi
1110436.77,1259698.34,1445,K1ls_mi
1110536.77,1259698.34,1441,K1ls_mi
1110636.77,1259698.34,1376,K1ls_mi
1110736.77,1259698.34,1344,K1ls_mi
1110836.77,1259698.34,1323,K1ls_mi
1110936.77,1259698.34,1316,K1ls_mi
1111036.77,1259698.34,1322,K1ls_mi
1111136.77,1259698.34,1328,K1ls_mi
1111236.77,1259698.34,1330,K1ls_mi
1111336.77,1259698.34,1370,K1ls_mi
1111436.77,1259698.34,1393,K1ls_mi
1111536.77,1259698.34,1410,K1ls_mi
1111636.77,1259698.34,1411,K1ls_mi
1111736.77,1259698.34,1415,K1ls_mi
1111836.77,1259698.34,1407,K1ls_mi
1111936.77,1259698.34,1391,K1ls_mi
1112036.77,1259698.34,1394,K1ls_mi
1112136.77,1259698.34,1362,K1ls_mi
1112236.77,1259698.34,1312,J1-2j
1112336.77,1259698.34,1300,J1-2j
1112436.77,1259698.34,1291,J1-2j
1112536.77,1259698.34,1264,J1-2j
1112636.77,1259698.34,1256,J1-2j
1112736.77,1259698.34,1258,J1-2j
1112836.77,1259698.34,1256,J1-2j
1112936.77,1259698.34,1247,OSs
1113036.77,1259698.34,1249,J1-2j
1113136.77,1259698.34,1263,J1-2j
1113236.77,1259698.34,1290,J1-2j
1113336.77,1259698.34,1296,J1-2j
1113436.77,1259698.34,1268,J1-2j
1113536.77,1259698.34,1217,J1-2j
1113636.77,1259698.34,1184,J1-2j
1113736.77,1259698.34,1159,J1-2j
1113836.77,1259698.34,1174,J1-2j
1113936.77,1259698.34,1180,J1-2j
1114036.77,1259698.34,1192,J1-2j
1114136.77,1259698.34,1206,J1-2j
1114236.77,1259698.34,1169,J1-2j
1114336.77,1259698.34,1140,J1-2j
1114436.77,1259698.34,1148,J1-2j
1114536.77,1259698.34,1120,J1-2j
1114636.77,1259698.34,1081,J1-2j
1114736.77,1259698.34,1098,J1-2j
1114836.77,1259698.34,1109,J1-2j
1114936.77,1259698.34,1131,J1-2j
1115036.77,1259698.34,1167,J1-2j
1115136.77,1259698.34,1195,OSs
1115236.77,1259698.34,1200,J1gp
1115336.77,1259698.34,1141,J1gp
1115436.77,1259698.34,1108,J1gp
1115536.77,1259698.34,1094,J1gp
1115636.77,1259698.34,1104,J1gp
1115736.77,1259698.34,1075,J1gp
1115836.77,1259698.34,1100,J1gp
1115936.77,1259698.34,1128,J1gp
1116036.77,1259698.34,1129,J1gp
1116136.77,1259698.34,1109,J1gp
1116236.77,1259698.34,1077,J1gp
1108336.77,1259598.34,1349,K1ls_mi
1108436.77,1259598.34,1372,K1ls_mi
1108536.77,1259598.34,1396,K1ls_mi
1108636.77,1259598.34,1433,K1ls_mi
1108736.77,1259598.34,1452,K1ls_mi
1108836.77,1259598.34,1460,K1ls_mi
1108936.77,1259598.34,1465,K1ls_mi
1109036.77,1259598.34,1457,K1ls_mi
1109136.77,1259598.34,1479,K1ls_mm
1109236.77,1259598.34,1523,K1ls_ms
1109336.77,1259598.34,1559,K1ls_ms
1109436.77,1259598.34,1575,K1ls_ms
1109536.77,1259598.34,1582,K1ls_ms
1109636.77,1259598.34,1570,K1ls_ms
1109736.77,1259598.34,1578,K1ls_ms
1109836.77,1259598.34,1583,K1ls_ms
1109936.77,1259598.34,1571,K1ls_ms
1110036.77,1259598.34,1595,K1ls_ms
1110136.77,1259598.34,1592,K1ls_mm
1110236.77,1259598.34,1568,K1ls_mm
1110336.77,1259598.34,1536,K1ls_mm
1110436.77,1259598.34,1532,K1ls_mm
1110536.77,1259598.34,1529,K1ls_mi
1110636.77,1259598.34,1513,K1ls_mi
1110736.77,1259598.34,1461,K1ls_mi
1110836.77,1259598.34,1426,K1ls_mi
1110936.77,1259598.34,1382,K1ls_mi
1111036.77,1259598.34,1359,K1ls_mi
1111136.77,1259598.34,1361,K1ls_mi
1111236.77,1259598.34,1383,K1ls_mi
1111336.77,1259598.34,1401,K1ls_mi
1111436.77,1259598.34,1420,K1ls_mi
1111536.77,1259598.34,1430,K1ls_mi
1111636.77,1259598.34,1435,K1ls_mi
1111736.77,1259598.34,1444,K1ls_mi
1111836.77,1259598.34,1453,K1ls_mi
1111936.77,1259598.34,1449,K1ls_mi
1112036.77,1259598.34,1430,K1ls_mi
1112136.77,1259598.34,1392,K1ls_mi
1112236.77,1259598.34,1359,K1ls_mi
1112336.77,1259598.34,1340,J1-2j
1112436.77,1259598.34,1337,J1-2j
1112536.77,1259598.34,1301,J1-2j
1112636.77,1259598.34,1278,J1-2j
1112736.77,1259598.34,1284,J1-2j
1112836.77,1259598.34,1279,J1-2j
1112936.77,1259598.34,1268,J1-2j
1113036.77,1259598.34,1266,J1-2j
1113136.77,1259598.34,1281,J1-2j
1113236.77,1259598.34,1309,J1-2j
1113336.77,1259598.34,1311,J1-2j
1113436.77,1259598.34,1281,J1-2j
1113536.77,1259598.34,1231,J1-2j
1113636.77,1259598.34,1207,J1-2j
1113736.77,1259598.34,1186,J1-2j
1113836.77,1259598.34,1193,J1-2j
1113936.77,1259598.34,1210,J1-2j
1114036.77,1259598.34,1211,J1-2j
1114136.77,1259598.34,1226,J1-2j
1114236.77,1259598.34,1192,J1-2j
1114336.77,1259598.34,1173,J1-2j
1114436.77,1259598.34,1180,J1-2j
1114536.77,1259598.34,1143,J1-2j
1114636.77,1259598.34,1100,J1-2j
1114736.77,1259598.34,1110,J1-2j
1114836.77,1259598.34,1131,J1-2j
1114936.77,1259598.34,1160,J1-2j
1115036.77,1259598.34,1185,J1-2j
1115136.77,1259598.34,1223,OSs
1115236.77,1259598.34,1224,J1gp
1115336.77,1259598.34,1157,J1gp
1115436.77,1259598.34,1121,J1gp
1115536.77,1259598.34,1100,J1gp
1115636.77,1259598.34,1084,J1gp
1115736.77,1259598.34,1074.02,J1gp
1115836.77,1259598.34,1098,J1gp
1115936.77,1259598.34,1142,J1gp
1116036.77,1259598.34,1134,J1gp
1116136.77,1259598.34,1122,J1gp
1116236.77,1259598.34,1105,J1gp
1108236.77,1259498.34,1349,K1ls_mi
1108336.77,1259498.34,1361,K1ls_mi
1108436.77,1259498.34,1381,K1ls_mi
1108536.77,1259498.34,1425,K1ls_mi
1108636.77,1259498.34,1443,K1ls_mi
1108736.77,1259498.34,1453,K1ls_mi
1108836.77,1259498.34,1473,K1ls_mi
1108936.77,1259498.34,1498,K1ls_mm
1109036.77,1259498.34,1500,K1ls_mm
1109136.77,1259498.34,1511,K1ls_ms
1109236.77,1259498.34,1533,K1ls_ms
1109336.77,1259498.34,1555,K1ls_ms
1109436.77,1259498.34,1570,K1ls_ms
1109536.77,1259498.34,1577,K1ls_ms
1109636.77,1259498.34,1568,K1ls_ms
1109736.77,1259498.34,1572,K1ls_ms
1109836.77,1259498.34,1570,K1ls_ms
1109936.77,1259498.34,1571,K1ls_ms
1110036.77,1259498.34,1588,K1ls_ms
1110136.77,1259498.34,1590,K1ls_ms
1110236.77,1259498.34,1578,K1ls_ms
1110336.77,1259498.34,1586,K1ls_ms
1110436.77,1259498.34,1590,K1ls_ms
1110536.77,1259498.34,1581,K1ls_ms
1110636.77,1259498.34,1563,K1ls_mm
1110736.77,1259498.34,1554,K1ls_mm
1110836.77,1259498.34,1526,K1ls_mi
1110936.77,1259498.34,1490,K1ls_mi
1111036.77,1259498.34,1435,K1ls_mi
1111136.77,1259498.34,1428,K1ls_mi
1111236.77,1259498.34,1430,K1ls_mi
1111336.77,1259498.34,1442,K1ls_mi
1111436.77,1259498.34,1457,K1ls_mi
1111536.77,1259498.34,1468,K1ls_mi
1111636.77,1259498.34,1477,K1ls_mi
1111736.77,1259498.34,1479,K1ls_mi
1111836.77,1259498.34,1482,K1ls_mi
1111936.77,1259498.34,1495,K1ls_mi
1112036.77,1259498.34,1490,K1ls_mi
1112136.77,1259498.34,1438,K1ls_mi
1112236.77,1259498.34,1420,K1ls_mi
1112336.77,1259498.34,1407,K1ls_mi
1112436.77,1259498.34,1401,K1ls_mi
1112536.77,1259498.34,1372,J1-2j
1112636.77,1259498.34,1332,J1-2j
1112736.77,1259498.34,1315,J1-2j
1112836.77,1259498.34,1302,J1-2j
1112936.77,1259498.34,1283,J1-2j
1113036.77,1259498.34,1292,J1-2j
1113136.77,1259498.34,1302,J1-2j
1113236.77,1259498.34,1329,J1-2j
1113336.77,1259498.34,1320,J1-2j
1113436.77,1259498.34,1284,J1-2j
1113536.77,1259498.34,1241,J1-2j
1113636.77,1259498.34,1221,J1-2j
1113736.77,1259498.34,1219,J1-2j
1113836.77,1259498.34,1220,J1-2j
1113936.77,1259498.34,1236,J1-2j
1114036.77,1259498.34,1242,J1-2j
1114136.77,1259498.34,1245,J1-2j
1114236.77,1259498.34,1217,J1-2j
1114336.77,1259498.34,1211,J1-2j
1114436.77,1259498.34,1202,J1-2j
1114536.77,1259498.34,1161,J1-2j
1114636.77,1259498.34,1112,J1-2j
1114736.77,1259498.34,1121,J1-2j
1114836.77,1259498.34,1146,J1-2j
1114936.77,1259498.34,1175,J1-2j
1115036.77,1259498.34,1207,OSs
1115136.77,1259498.34,1243,OSs
1115236.77,1259498.34,1229,J1gp
1115336.77,1259498.34,1189,J1gp
1115436.77,1259498.34,1154,J1gp
1115536.77,1259498.34,1118,J1gp
1115636.77,1259498.34,1096,J1gp
1115736.77,1259498.34,1087,J1gp
1115836.77,1259498.34,1102,J1gp
1115936.77,1259498.34,1131,J1gp
1116036.77,1259498.34,1146,J1gp
1116136.77,1259498.34,1159,J1gp
1116236.77,1259498.34,1130,J1gp
1116336.77,1259498.34,1088,J1gp
1108036.77,1259398.34,1317,K1ls_mi
1108136.77,1259398.34,1356,K1ls_mi
1108236.77,1259398.34,1379,K1ls_mi
1108336.77,1259398.34,1403,K1ls_mi
1108436.77,1259398.34,1417,K1ls_mi
1108536.77,1259398.34,1437,K1ls_mi
1108636.77,1259398.34,1464,K1ls_mi
1108736.77,1259398.34,1479,K1ls_mm
1108836.77,1259398.34,1507,K1ls_ms
1108936.77,1259398.34,1540,K1ls_ms
1109036.77,1259398.34,1557,K1ls_ms
1109136.77,1259398.34,1570,K1ls_ms
1109236.77,1259398.34,1562,K1ls_ms
1109336.77,1259398.34,1553,K1ls_ms
1109436.77,1259398.34,1560,K1ls_ms
1109536.77,1259398.34,1564,K1ls_ms
1109636.77,1259398.34,1566,K1ls_ms
1109736.77,1259398.34,1562,K1ls_ms
1109836.77,1259398.34,1561.01,K1ls_ms
1109936.77,1259398.34,1563,K1ls_ms
1110036.77,1259398.34,1578,K1ls_ms
1110136.77,1259398.34,1582,K1ls_ms
1110236.77,1259398.34,1578,K1ls_ms
1110336.77,1259398.34,1570,K1ls_ms
1110436.77,1259398.34,1580,K1ls_ms
1110536.77,1259398.34,1575,K1ls_ms
1110636.77,1259398.34,1554,K1ls_ms
1110736.77,1259398.34,1554,K1ls_ms
1110836.77,1259398.34,1569,K1ls_ms
1110936.77,1259398.34,1562,K1ls_mm
1111036.77,1259398.34,1545,K1ls_mi
1111136.77,1259398.34,1499,K1ls_mi
1111236.77,1259398.34,1482,K1ls_mi
1111336.77,1259398.34,1501,K1ls_mi
1111436.77,1259398.34,1510,K1ls_mi
1111536.77,1259398.34,1523,K1ls_mi
1111636.77,1259398.34,1530,K1ls_mi
1111736.77,1259398.34,1525,K1ls_mm
1111836.77,1259398.34,1518,K1ls_mm
1111936.77,1259398.34,1534,K1ls_mi
1112036.77,1259398.34,1540,K1ls_mi
1112136.77,1259398.34,1509,K1ls_mi
1112236.77,1259398.34,1480,K1ls_mi
1112336.77,1259398.34,1480,K1ls_mi
1112436.77,1259398.34,1462,K1ls_mi
1112536.77,1259398.34,1433,K1ls_mi
1112636.77,1259398.34,1398,K1ls_mi
1112736.77,1259398.34,1342,J1-2j
1112836.77,1259398.34,1331,J1-2j
1112936.77,1259398.34,1311,J1-2j
1113036.77,1259398.34,1312,J1-2j
1113136.77,1259398.34,1332,J1-2j
1113236.77,1259398.34,1333,J1-2j
1113336.77,1259398.34,1312,J1-2j
1113436.77,1259398.34,1282,J1-2j
1113536.77,1259398.34,1262,J1-2j
1113636.77,1259398.34,1247,J1-2j
1113736.77,1259398.34,1247,J1-2j
1113836.77,1259398.34,1244,J1-2j
1113936.77,1259398.34,1248,J1-2j
1114036.77,1259398.34,1264,J1-2j
1114136.77,1259398.34,1269,J1-2j
1114236.77,1259398.34,1251,J1-2j
1114336.77,1259398.34,1239,J1-2j
1114436.77,1259398.34,1199,J1-2j
1114536.77,1259398.34,1160,J1-2j
1114636.77,1259398.34,1123,J1-2j
1114736.77,1259398.34,1125,J1-2j
1114836.77,1259398.34,1134,J1-2j
1114936.77,1259398.34,1171,J1-2j
1115036.77,1259398.34,1209,OSs
1115136.77,1259398.34,1241,OSs
1115236.77,1259398.34,1190,J1gp
1115336.77,1259398.34,1159,J1gp
1115436.77,1259398.34,1132,J1gp
1115536.77,1259398.34,1105,J1gp
1115636.77,1259398.34,1089,J1gp
1115736.77,1259398.34,1103,J1gp
1115836.77,1259398.34,1124,J1gp
1115936.77,1259398.34,1150,J1gp
1116036.77,1259398.34,1161,J1gp
1116136.77,1259398.34,1172,J1gp
1116236.77,1259398.34,1125,J1gp
1116336.77,1259398.34,1104,J1gp
1107936.77,1259298.34,1297,K1ls_mi
1108036.77,1259298.34,1331,K1ls_mi
1108136.77,1259298.34,1369,K1ls_mi
1108236.77,1259298.34,1428,K1ls_mi
1108336.77,1259298.34,1438,K1ls_mi
1108436.77,1259298.34,1439,K1ls_mi
1108536.77,1259298.34,1451,K1ls_mi
1108636.77,1259298.34,1488,K1ls_mm
1108736.77,1259298.34,1532,K1ls_ms
1108836.77,1259298.34,1569,K1ls_ms
1108936.77,1259298.34,1567,K1ls_ms
1109036.77,1259298.34,1557.01,K1ls_ms
1109136.77,1259298.34,1565,K1ls_ms
1109236.77,1259298.34,1572,K1ls_ms
1109336.77,1259298.34,1557,K1ls_ms
1109436.77,1259298.34,1556,K1ls_ms
1109536.77,1259298.34,1555.01,K1ls_ms
1109636.77,1259298.34,1562,K1ls_ms
1109736.77,1259298.34,1562,K1ls_ms
1109836.77,1259298.34,1558,K1ls_ms
1109936.77,1259298.34,1559,K1ls_ms
1110036.77,1259298.34,1576,K1ls_ms
1110136.77,1259298.34,1563,K1ls_ms
1110236.77,1259298.34,1566,K1ls_ms
1110336.77,1259298.34,1568,K1ls_ms
1110436.77,1259298.34,1563,K1ls_ms
1110536.77,1259298.34,1557,K1ls_ms
1110636.77,1259298.34,1545,K1ls_ms
1110736.77,1259298.34,1530,K1ls_ms
1110836.77,1259298.34,1554,K1ls_ms
1110936.77,1259298.34,1554,K1ls_ms
1111036.77,1259298.34,1560,K1ls_ms
1111136.77,1259298.34,1578,K1ls_ms
1111236.77,1259298.34,1573,K1ls_ms
1111336.77,1259298.34,1564,K1ls_ms
1111436.77,1259298.34,1555,K1ls_ms
1111536.77,1259298.34,1559,K1ls_ms
1111636.77,1259298.34,1564,K1ls_ms
1111736.77,1259298.34,1568,K1ls_ms
1111836.77,1259298.34,1565,K1ls_ms
1111936.77,1259298.34,1565,K1ls_mm
1112036.77,1259298.34,1563,K1ls_mm
1112136.77,1259298.34,1559,K1ls_mi
1112236.77,1259298.34,1547,K1ls_mi
1112336.77,1259298.34,1531,K1ls_mi
1112436.77,1259298.34,1517,K1ls_mi
1112536.77,1259298.34,1467,K1ls_mi
1112636.77,1259298.34,1459,K1ls_mi
1112736.77,1259298.34,1428,K1ls_mi
1112836.77,1259298.34,1395,K1ls_mi
1112936.77,1259298.34,1357,J1-2j
1113036.77,1259298.34,1340,J1-2j
1113136.77,1259298.34,1351,J1-2j
1113236.77,1259298.34,1337,J1-2j
1113336.77,1259298.34,1319,J1-2j
1113436.77,1259298.34,1301,J1-2j
1113536.77,1259298.34,1281,J1-2j
1113636.77,1259298.34,1262,J1-2j
1113736.77,1259298.34,1265,J1-2j
1113836.77,1259298.34,1266,J1-2j
1113936.77,1259298.34,1266,J1-2j
1114036.77,1259298.34,1285,J1-2j
1114136.77,1259298.34,1298,J1-2j
1114236.77,1259298.34,1292,J1-2j
1114336.77,1259298.34,1278,J1-2j
1114436.77,1259298.34,1227,J1-2j
1114536.77,1259298.34,1184,J1-2j
1114636.77,1259298.34,1145,J1-2j
1114736.77,1259298.34,1154,J1-2j
1114836.77,1259298.34,1170,J1-2j
1114936.77,1259298.34,1195,OSs
1115036.77,1259298.34,1242,OSs
1115136.77,1259298.34,1238,OSs
1115236.77,1259298.34,1180,J1gp
1115336.77,1259298.34,1150,J1gp
1115436.77,1259298.34,1127,J1gp
1115536.77,1259298.34,1113,J1gp
1115636.77,1259298.34,1116,J1gp
1115736.77,1259298.34,1138,J1gp
1115836.77,1259298.34,1136,J1gp
1115936.77,1259298.34,1179,J1gp
1116036.77,1259298.34,1181,J1gp
1116136.77,1259298.34,1158,J1gp
1116236.77,1259298.34,1138,J1gp
1116336.77,1259298.34,1146,J1gp
1116436.77,1259298.34,1105,J1gp
1116536.77,1259298.34,1086,J1gp
1107736.77,1259198.34,1259,K1ls_mi
1107836.77,1259198.34,1292,K1ls_mi
1107936.77,1259198.34,1323,K1ls_mi
1108036.77,1259198.34,1371,K1ls_mi
1108136.77,1259198.34,1409,K1ls_mi
1108236.77,1259198.34,1427,K1ls_mi
1108336.77,1259198.34,1461,K1ls_mi
1108436.77,1259198.34,1461,K1ls_mi
1108536.77,1259198.34,1480,K1ls_mm
1108636.77,1259198.34,1527,K1ls_ms
1108736.77,1259198.34,1568,K1ls_ms
1108836.77,1259198.34,1572,K1ls_ms
1108936.77,1259198.34,1561,K1ls_ms
1109036.77,1259198.34,1557,K1ls_ms
1109136.77,1259198.34,1567,K1ls_ms
1109236.77,1259198.34,1570,K1ls_ms
1109336.77,1259198.34,1559,K1ls_ms
1109436.77,1259198.34,1554,K1ls_ms
1109536.77,1259198.34,1554,K1ls_ms
1109636.77,1259198.34,1558,K1ls_ms
1109736.77,1259198.34,1559,K1ls_ms
1109836.77,1259198.34,1552,K1ls_ms
1109936.77,1259198.34,1551,K1ls_ms
1110036.77,1259198.34,1561,K1ls_ms
1110136.77,1259198.34,1547,K1ls_ms
1110236.77,1259198.34,1567,K1ls_ms
1110336.77,1259198.34,1571,K1ls_ms
1110436.77,1259198.34,1558,K1ls_ms
1110536.77,1259198.34,1558,K1ls_ms
1110636.77,1259198.34,1560,K1ls_ms
1110736.77,1259198.34,1519,K1ls_ms
1110836.77,1259198.34,1537,K1ls_ms
1110936.77,1259198.34,1553,K1ls_ms
1111036.77,1259198.34,1556,K1ls_ms
1111136.77,1259198.34,1568,K1ls_ms
1111236.77,1259198.34,1563.02,K1ls_ms
1111336.77,1259198.34,1568,K1ls_ms
1111436.77,1259198.34,1578,K1ls_ms
1111536.77,1259198.34,1583,K1ls_ms
1111636.77,1259198.34,1584,K1ls_ms
1111736.77,1259198.34,1586,K1ls_ms
1111836.77,1259198.34,1585,K1ls_ms
1111936.77,1259198.34,1588,K1ls_ms
1112036.77,1259198.34,1581,K1ls_ms
1112136.77,1259198.34,1574,K1ls_ms
1112236.77,1259198.34,1570,K1ls_mm
1112336.77,1259198.34,1564,K1ls_mm
1112436.77,1259198.34,1553,K1ls_mi
1112536.77,1259198.34,1516,K1ls_mi
1112636.77,1259198.34,1494,K1ls_mi
1112736.77,1259198.34,1456,K1ls_mi
1112836.77,1259198.34,1435,K1ls_mi
1112936.77,1259198.34,1404,K1ls_mi
1113036.77,1259198.34,1391,K1ls_mi
1113136.77,1259198.34,1379,K1ls_mi
1113236.77,1259198.34,1367,J1-2j
1113336.77,1259198.34,1360,J1-2j
1113436.77,1259198.34,1321,J1-2j
1113536.77,1259198.34,1302,J1-2j
1113636.77,1259198.34,1291,J1-2j
1113736.77,1259198.34,1290,J1-2j
1113836.77,1259198.34,1287,J1-2j
1113936.77,1259198.34,1294,J1-2j
1114036.77,1259198.34,1311,J1-2j
1114136.77,1259198.34,1323,J1-2j
1114236.77,1259198.34,1292,J1-2j
1114336.77,1259198.34,1247,J1-2j
1114436.77,1259198.34,1214,J1-2j
1114536.77,1259198.34,1187,J1-2j
1114636.77,1259198.34,1148,J1-2j
1114736.77,1259198.34,1163,J1-2j
1114836.77,1259198.34,1207,OSs
1114936.77,1259198.34,1233,OSs
1115036.77,1259198.34,1262,OSs
1115136.77,1259198.34,1249,OSs
1115236.77,1259198.34,1221,J1gp
1115336.77,1259198.34,1204,J1gp
1115436.77,1259198.34,1163,J1gp
1115536.77,1259198.34,1125,J1gp
1115636.77,1259198.34,1108.02,J1gp
1115736.77,1259198.34,1134,J1gp
1115836.77,1259198.34,1160,J1gp
